date,year,month,day,city,station,PM2.5_ug_m3,PM10_ug_m3,SO2_ug_m3,NO2_ug_m3,CO_mg_m3,O3_ug_m3,AQI,predominant_pollutant,source
2019-02-25,2019,2,25,Mumbai,Industrial Area - Navi Mumbai,123,347,25.9,116.2,1.1,52.0,231,PM10,Synthetic multi-year data modeled on CPCB format
2019-02-26,2019,2,26,Mumbai,Industrial Area - Navi Mumbai,214,250,8.5,62.7,2.08,99.0,335,PM10,Synthetic multi-year data modeled on CPCB format
2019-02-27,2019,2,27,Mumbai,Industrial Area - Navi Mumbai,47,106,11.4,26.3,1.28,89.7,81,PM10,Synthetic multi-year data modeled on CPCB format
2019-02-28,2019,2,28,Mumbai,Industrial Area - Navi Mumbai,183,167,28.4,62.5,3.43,76.4,286,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-01,2019,3,1,Mumbai,Industrial Area - Navi Mumbai,194,139,14.6,137.7,2.79,70.2,322,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-02,2019,3,2,Mumbai,Industrial Area - Navi Mumbai,84,262,9.0,32.8,2.09,114.5,145,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-03,2019,3,3,Mumbai,Industrial Area - Navi Mumbai,129,155,20.8,137.8,2.28,58.4,232,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-04,2019,3,4,Mumbai,Industrial Area - Navi Mumbai,191,231,34.4,81.0,2.17,64.2,307,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-05,2019,3,5,Mumbai,Industrial Area - Navi Mumbai,116,165,15.3,73.6,3.45,112.5,196,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-06,2019,3,6,Mumbai,Industrial Area - Navi Mumbai,173,137,13.5,132.7,0.36,83.3,291,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-07,2019,3,7,Mumbai,Industrial Area - Navi Mumbai,236,258,12.3,69.1,3.17,68.5,369,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-08,2019,3,8,Mumbai,Industrial Area - Navi Mumbai,41,323,19.0,106.4,1.51,15.3,111,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-09,2019,3,9,Mumbai,Industrial Area - Navi Mumbai,118,205,30.0,111.5,3.34,64.1,212,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-10,2019,3,10,Mumbai,Industrial Area - Navi Mumbai,154,328,24.4,146.5,1.36,98.0,282,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-11,2019,3,11,Mumbai,Industrial Area - Navi Mumbai,175,203,33.7,91.7,0.88,25.3,286,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-12,2019,3,12,Mumbai,Industrial Area - Navi Mumbai,57,85,18.9,118.2,1.56,107.9,121,NO2,Synthetic multi-year data modeled on CPCB format
2019-03-13,2019,3,13,Mumbai,Industrial Area - Navi Mumbai,145,166,12.3,58.1,1.54,56.1,232,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-14,2019,3,14,Mumbai,Industrial Area - Navi Mumbai,196,88,16.9,69.3,0.63,48.6,301,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-15,2019,3,15,Mumbai,Industrial Area - Navi Mumbai,64,159,12.2,130.6,2.3,38.2,139,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-16,2019,3,16,Mumbai,Industrial Area - Navi Mumbai,47,248,12.8,64.4,2.92,115.8,102,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-17,2019,3,17,Mumbai,Industrial Area - Navi Mumbai,197,132,6.9,136.3,1.4,118.1,325,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-18,2019,3,18,Mumbai,Industrial Area - Navi Mumbai,57,293,26.6,145.9,0.64,89.1,144,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-19,2019,3,19,Mumbai,Industrial Area - Navi Mumbai,146,281,25.2,41.0,0.54,74.0,236,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-20,2019,3,20,Mumbai,Industrial Area - Navi Mumbai,90,162,9.1,99.0,0.73,74.8,167,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-21,2019,3,21,Mumbai,Industrial Area - Navi Mumbai,101,135,25.5,93.1,1.04,38.6,178,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-22,2019,3,22,Mumbai,Industrial Area - Navi Mumbai,228,177,9.5,145.1,0.34,19.4,375,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-23,2019,3,23,Mumbai,Industrial Area - Navi Mumbai,42,123,5.3,65.5,1.88,36.2,87,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-24,2019,3,24,Mumbai,Industrial Area - Navi Mumbai,201,201,7.3,47.9,3.1,64.2,309,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-25,2019,3,25,Mumbai,Industrial Area - Navi Mumbai,131,88,20.7,58.8,3.19,82.7,207,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-26,2019,3,26,Mumbai,Industrial Area - Navi Mumbai,140,93,34.0,56.0,0.66,102.6,219,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-27,2019,3,27,Mumbai,Industrial Area - Navi Mumbai,229,219,32.1,83.2,3.26,27.8,360,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-28,2019,3,28,Mumbai,Industrial Area - Navi Mumbai,135,90,34.8,119.3,2.21,119.6,231,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-03-29,2019,3,29,Mumbai,Industrial Area - Navi Mumbai,48,221,7.3,49.9,1.78,109.1,97,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-30,2019,3,30,Mumbai,Industrial Area - Navi Mumbai,54,227,34.6,131.4,2.43,43.9,130,PM10,Synthetic multi-year data modeled on CPCB format
2019-03-31,2019,3,31,Mumbai,Industrial Area - Navi Mumbai,245,139,27.6,111.3,3.34,94.9,386,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-04-01,2019,4,1,Mumbai,Industrial Area - Navi Mumbai,64,141,8.0,64.5,2.78,113.3,118,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-02,2019,4,2,Mumbai,Industrial Area - Navi Mumbai,87,210,32.3,82.1,2.59,20.7,161,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-03,2019,4,3,Mumbai,Industrial Area - Navi Mumbai,147,127,28.3,146.1,0.87,49.6,258,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-04-04,2019,4,4,Mumbai,Industrial Area - Navi Mumbai,164,148,17.2,87.6,3.49,40.0,266,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-04-05,2019,4,5,Mumbai,Industrial Area - Navi Mumbai,163,211,25.9,117.4,2.81,105.7,278,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-06,2019,4,6,Mumbai,Industrial Area - Navi Mumbai,154,237,27.1,106.8,2.02,116.3,264,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-07,2019,4,7,Mumbai,Industrial Area - Navi Mumbai,74,215,28.9,39.1,0.56,75.1,130,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-08,2019,4,8,Mumbai,Industrial Area - Navi Mumbai,57,183,13.9,64.9,3.05,94.2,112,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-09,2019,4,9,Mumbai,Industrial Area - Navi Mumbai,61,309,14.4,83.3,3.33,36.3,132,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-10,2019,4,10,Mumbai,Industrial Area - Navi Mumbai,120,263,13.9,40.4,1.46,84.1,198,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-11,2019,4,11,Mumbai,Industrial Area - Navi Mumbai,66,94,20.0,93.6,1.09,116.9,127,O3,Synthetic multi-year data modeled on CPCB format
2019-04-12,2019,4,12,Mumbai,Industrial Area - Navi Mumbai,98,154,32.1,148.4,1.38,65.9,192,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-13,2019,4,13,Mumbai,Industrial Area - Navi Mumbai,154,193,20.0,119.7,1.97,53.1,265,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-14,2019,4,14,Mumbai,Industrial Area - Navi Mumbai,74,303,13.4,106.5,2.2,103.3,156,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-15,2019,4,15,Mumbai,Industrial Area - Navi Mumbai,81,233,14.4,147.8,1.46,60.3,174,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-16,2019,4,16,Mumbai,Industrial Area - Navi Mumbai,68,171,26.4,130.9,2.96,42.0,146,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-17,2019,4,17,Mumbai,Industrial Area - Navi Mumbai,239,348,34.0,75.5,2.55,117.0,381,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-18,2019,4,18,Mumbai,Industrial Area - Navi Mumbai,133,271,17.5,125.7,3.07,85.4,242,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-19,2019,4,19,Mumbai,Industrial Area - Navi Mumbai,52,319,14.7,37.0,0.99,109.0,106,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-20,2019,4,20,Mumbai,Industrial Area - Navi Mumbai,61,301,18.3,105.3,1.33,28.1,138,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-21,2019,4,21,Mumbai,Industrial Area - Navi Mumbai,119,117,6.0,38.3,3.46,61.0,186,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-04-22,2019,4,22,Mumbai,Industrial Area - Navi Mumbai,180,237,24.4,47.6,3.46,61.9,282,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-23,2019,4,23,Mumbai,Industrial Area - Navi Mumbai,205,338,32.3,85.3,2.82,64.2,336,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-24,2019,4,24,Mumbai,Industrial Area - Navi Mumbai,52,170,33.1,26.2,2.35,83.5,92,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-25,2019,4,25,Mumbai,Industrial Area - Navi Mumbai,209,160,33.8,95.6,0.63,98.5,332,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-04-26,2019,4,26,Mumbai,Industrial Area - Navi Mumbai,244,308,24.5,133.5,1.82,99.8,403,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-27,2019,4,27,Mumbai,Industrial Area - Navi Mumbai,97,258,16.0,38.2,1.2,63.9,165,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-28,2019,4,28,Mumbai,Industrial Area - Navi Mumbai,232,110,15.3,57.9,0.77,100.1,349,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-04-29,2019,4,29,Mumbai,Industrial Area - Navi Mumbai,134,257,19.9,108.7,2.25,43.9,238,PM10,Synthetic multi-year data modeled on CPCB format
2019-04-30,2019,4,30,Mumbai,Industrial Area - Navi Mumbai,57,179,5.7,69.5,0.71,112.0,113,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-01,2019,5,1,Mumbai,Industrial Area - Navi Mumbai,76,282,7.2,79.5,2.39,27.2,149,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-02,2019,5,2,Mumbai,Industrial Area - Navi Mumbai,95,325,20.7,117.4,1.1,20.4,190,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-03,2019,5,3,Mumbai,Industrial Area - Navi Mumbai,40,343,9.4,39.5,2.73,91.2,91,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-04,2019,5,4,Mumbai,Industrial Area - Navi Mumbai,144,205,6.7,36.7,1.57,119.8,226,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-05,2019,5,5,Mumbai,Industrial Area - Navi Mumbai,127,147,21.7,130.0,2.7,49.3,227,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-06,2019,5,6,Mumbai,Industrial Area - Navi Mumbai,134,172,7.9,103.3,1.58,59.6,230,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-07,2019,5,7,Mumbai,Industrial Area - Navi Mumbai,106,319,20.4,60.0,1.79,104.2,188,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-08,2019,5,8,Mumbai,Industrial Area - Navi Mumbai,164,228,17.3,42.0,2.49,42.0,258,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-09,2019,5,9,Mumbai,Industrial Area - Navi Mumbai,71,194,30.7,56.5,0.34,112.0,129,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-10,2019,5,10,Mumbai,Industrial Area - Navi Mumbai,202,133,9.3,129.8,2.26,108.8,331,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-05-11,2019,5,11,Mumbai,Industrial Area - Navi Mumbai,42,88,5.6,83.5,3.29,102.8,90,O3,Synthetic multi-year data modeled on CPCB format
2019-05-12,2019,5,12,Mumbai,Industrial Area - Navi Mumbai,99,312,14.6,104.8,3.48,10.2,191,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-13,2019,5,13,Mumbai,Industrial Area - Navi Mumbai,139,122,13.5,131.1,3.17,83.7,242,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-05-14,2019,5,14,Mumbai,Industrial Area - Navi Mumbai,127,304,17.3,146.9,1.98,86.7,243,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-15,2019,5,15,Mumbai,Industrial Area - Navi Mumbai,160,137,20.6,120.8,1.37,69.4,269,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-05-16,2019,5,16,Mumbai,Industrial Area - Navi Mumbai,91,101,32.1,75.3,1.22,81.1,157,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-17,2019,5,17,Mumbai,Industrial Area - Navi Mumbai,240,325,10.1,41.8,0.41,94.5,371,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-18,2019,5,18,Mumbai,Industrial Area - Navi Mumbai,96,316,14.5,124.6,3.38,51.2,193,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-19,2019,5,19,Mumbai,Industrial Area - Navi Mumbai,81,289,35.0,33.2,2.14,97.3,143,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-20,2019,5,20,Mumbai,Industrial Area - Navi Mumbai,216,210,31.1,78.7,3.02,96.2,340,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-05-21,2019,5,21,Mumbai,Industrial Area - Navi Mumbai,166,246,22.6,107.9,3.4,86.3,281,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-22,2019,5,22,Mumbai,Industrial Area - Navi Mumbai,183,283,7.2,70.9,0.87,31.4,297,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-23,2019,5,23,Mumbai,Industrial Area - Navi Mumbai,113,118,25.1,82.3,0.65,50.5,191,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-24,2019,5,24,Mumbai,Industrial Area - Navi Mumbai,190,320,8.7,86.8,3.1,23.9,314,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-25,2019,5,25,Mumbai,Industrial Area - Navi Mumbai,242,102,24.4,74.2,0.39,70.1,368,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-05-26,2019,5,26,Mumbai,Industrial Area - Navi Mumbai,56,298,32.0,137.4,2.69,11.7,140,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-27,2019,5,27,Mumbai,Industrial Area - Navi Mumbai,245,107,30.0,49.2,0.95,58.6,365,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-05-28,2019,5,28,Mumbai,Industrial Area - Navi Mumbai,225,344,13.2,82.0,1.46,28.4,363,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-29,2019,5,29,Mumbai,Industrial Area - Navi Mumbai,194,262,19.1,122.4,0.6,30.9,326,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-30,2019,5,30,Mumbai,Industrial Area - Navi Mumbai,159,174,13.6,70.9,0.47,105.6,256,PM10,Synthetic multi-year data modeled on CPCB format
2019-05-31,2019,5,31,Mumbai,Industrial Area - Navi Mumbai,104,319,12.9,111.2,2.27,46.8,201,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-01,2019,6,1,Mumbai,Industrial Area - Navi Mumbai,130,315,6.7,133.0,0.68,12.3,243,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-02,2019,6,2,Mumbai,Industrial Area - Navi Mumbai,150,321,10.5,143.7,2.06,10.4,275,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-03,2019,6,3,Mumbai,Industrial Area - Navi Mumbai,115,90,9.4,99.7,0.83,71.3,197,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-04,2019,6,4,Mumbai,Industrial Area - Navi Mumbai,128,215,28.8,119.1,0.85,55.7,229,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-05,2019,6,5,Mumbai,Industrial Area - Navi Mumbai,54,262,11.2,62.5,2.69,62.6,112,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-06,2019,6,6,Mumbai,Industrial Area - Navi Mumbai,80,105,25.7,62.5,3.27,23.0,138,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-07,2019,6,7,Mumbai,Industrial Area - Navi Mumbai,174,208,14.4,134.0,3.4,103.7,298,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-08,2019,6,8,Mumbai,Industrial Area - Navi Mumbai,48,310,17.7,87.3,2.68,87.7,115,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-09,2019,6,9,Mumbai,Industrial Area - Navi Mumbai,174,80,12.1,54.0,2.35,110.6,265,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-10,2019,6,10,Mumbai,Industrial Area - Navi Mumbai,74,333,6.8,82.5,3.22,60.7,151,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-11,2019,6,11,Mumbai,Industrial Area - Navi Mumbai,179,125,24.7,48.7,2.2,42.7,273,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-12,2019,6,12,Mumbai,Industrial Area - Navi Mumbai,176,314,29.7,62.7,3.02,91.2,287,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-13,2019,6,13,Mumbai,Industrial Area - Navi Mumbai,83,179,33.7,138.6,3.21,111.6,170,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-14,2019,6,14,Mumbai,Industrial Area - Navi Mumbai,248,187,27.5,67.6,2.47,80.8,380,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-15,2019,6,15,Mumbai,Industrial Area - Navi Mumbai,188,152,6.3,131.1,2.76,113.3,313,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-16,2019,6,16,Mumbai,Industrial Area - Navi Mumbai,240,203,13.6,34.0,3.22,89.4,360,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-17,2019,6,17,Mumbai,Industrial Area - Navi Mumbai,113,234,10.8,85.3,1.69,41.6,200,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-18,2019,6,18,Mumbai,Industrial Area - Navi Mumbai,68,81,32.4,47.1,2.08,51.3,114,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-19,2019,6,19,Mumbai,Industrial Area - Navi Mumbai,85,286,18.9,136.4,0.86,62.5,179,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-20,2019,6,20,Mumbai,Industrial Area - Navi Mumbai,158,290,15.8,131.8,1.44,29.3,281,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-21,2019,6,21,Mumbai,Industrial Area - Navi Mumbai,155,126,5.9,52.9,1.0,67.7,241,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-22,2019,6,22,Mumbai,Industrial Area - Navi Mumbai,210,159,10.5,62.0,1.61,86.6,323,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-23,2019,6,23,Mumbai,Industrial Area - Navi Mumbai,182,325,28.8,31.6,1.64,12.4,287,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-24,2019,6,24,Mumbai,Industrial Area - Navi Mumbai,113,317,27.3,40.2,2.16,73.1,192,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-25,2019,6,25,Mumbai,Industrial Area - Navi Mumbai,209,93,24.1,100.5,3.33,94.3,329,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-26,2019,6,26,Mumbai,Industrial Area - Navi Mumbai,123,117,31.2,27.1,3.48,23.6,188,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-27,2019,6,27,Mumbai,Industrial Area - Navi Mumbai,163,109,13.3,132.9,0.35,98.4,275,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-28,2019,6,28,Mumbai,Industrial Area - Navi Mumbai,240,205,24.9,76.9,2.44,89.9,373,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-06-29,2019,6,29,Mumbai,Industrial Area - Navi Mumbai,40,300,19.8,61.8,1.69,52.7,95,PM10,Synthetic multi-year data modeled on CPCB format
2019-06-30,2019,6,30,Mumbai,Industrial Area - Navi Mumbai,83,121,25.2,56.5,3.14,110.1,141,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-01,2019,7,1,Mumbai,Industrial Area - Navi Mumbai,204,188,27.4,85.6,2.3,97.9,324,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-02,2019,7,2,Mumbai,Industrial Area - Navi Mumbai,236,87,24.7,78.6,2.76,101.8,360,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-03,2019,7,3,Mumbai,Industrial Area - Navi Mumbai,237,218,27.6,49.0,1.53,57.3,361,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-04,2019,7,4,Mumbai,Industrial Area - Navi Mumbai,220,260,8.0,111.2,1.14,105.2,359,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-05,2019,7,5,Mumbai,Industrial Area - Navi Mumbai,107,291,24.5,88.3,2.93,106.1,196,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-06,2019,7,6,Mumbai,Industrial Area - Navi Mumbai,154,92,23.9,68.0,2.36,82.3,242,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-07,2019,7,7,Mumbai,Industrial Area - Navi Mumbai,187,187,12.5,122.8,2.87,78.7,311,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-08,2019,7,8,Mumbai,Industrial Area - Navi Mumbai,117,291,27.1,29.1,0.71,66.2,192,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-09,2019,7,9,Mumbai,Industrial Area - Navi Mumbai,87,273,7.7,41.4,1.4,40.3,153,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-10,2019,7,10,Mumbai,Industrial Area - Navi Mumbai,228,185,19.4,99.4,3.45,64.5,361,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-11,2019,7,11,Mumbai,Industrial Area - Navi Mumbai,155,91,33.6,109.4,2.49,97.5,256,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-12,2019,7,12,Mumbai,Industrial Area - Navi Mumbai,81,218,34.7,62.9,3.25,49.7,147,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-13,2019,7,13,Mumbai,Industrial Area - Navi Mumbai,137,122,24.9,119.4,1.92,42.9,236,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-14,2019,7,14,Mumbai,Industrial Area - Navi Mumbai,114,330,8.4,42.3,2.33,13.4,195,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-15,2019,7,15,Mumbai,Industrial Area - Navi Mumbai,73,310,6.0,144.8,1.27,34.9,167,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-16,2019,7,16,Mumbai,Industrial Area - Navi Mumbai,230,167,21.9,44.3,1.9,18.9,346,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-17,2019,7,17,Mumbai,Industrial Area - Navi Mumbai,208,238,10.9,145.5,1.18,48.4,351,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-18,2019,7,18,Mumbai,Industrial Area - Navi Mumbai,79,297,10.9,26.6,1.86,40.2,139,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-19,2019,7,19,Mumbai,Industrial Area - Navi Mumbai,134,183,32.3,74.2,0.6,12.9,222,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-20,2019,7,20,Mumbai,Industrial Area - Navi Mumbai,131,270,21.5,145.5,1.18,85.0,245,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-21,2019,7,21,Mumbai,Industrial Area - Navi Mumbai,65,109,25.0,60.0,0.42,39.2,116,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-22,2019,7,22,Mumbai,Industrial Area - Navi Mumbai,127,190,27.4,102.0,1.0,94.0,221,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-23,2019,7,23,Mumbai,Industrial Area - Navi Mumbai,176,308,10.8,124.8,2.17,48.3,305,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-24,2019,7,24,Mumbai,Industrial Area - Navi Mumbai,146,259,6.7,66.5,2.84,50.9,242,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-25,2019,7,25,Mumbai,Industrial Area - Navi Mumbai,72,298,10.0,95.2,2.05,43.6,150,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-26,2019,7,26,Mumbai,Industrial Area - Navi Mumbai,69,190,17.4,91.0,2.29,85.8,137,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-27,2019,7,27,Mumbai,Industrial Area - Navi Mumbai,140,138,23.9,123.2,1.71,82.0,242,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-07-28,2019,7,28,Mumbai,Industrial Area - Navi Mumbai,45,118,8.5,46.9,0.71,67.3,85,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-29,2019,7,29,Mumbai,Industrial Area - Navi Mumbai,95,241,24.1,146.0,0.95,77.9,193,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-30,2019,7,30,Mumbai,Industrial Area - Navi Mumbai,220,240,8.8,129.5,2.88,116.3,363,PM10,Synthetic multi-year data modeled on CPCB format
2019-07-31,2019,7,31,Mumbai,Industrial Area - Navi Mumbai,72,184,21.2,59.9,1.42,99.7,131,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-01,2019,8,1,Mumbai,Industrial Area - Navi Mumbai,101,162,19.2,31.3,3.3,66.3,162,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-02,2019,8,2,Mumbai,Industrial Area - Navi Mumbai,196,138,30.8,45.2,2.69,45.4,297,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-08-03,2019,8,3,Mumbai,Industrial Area - Navi Mumbai,47,286,9.9,81.8,0.47,60.9,110,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-04,2019,8,4,Mumbai,Industrial Area - Navi Mumbai,55,130,10.8,39.2,2.0,47.1,97,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-05,2019,8,5,Mumbai,Industrial Area - Navi Mumbai,247,213,13.1,92.3,2.96,16.9,388,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-08-06,2019,8,6,Mumbai,Industrial Area - Navi Mumbai,98,235,13.5,113.6,2.5,11.8,187,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-07,2019,8,7,Mumbai,Industrial Area - Navi Mumbai,105,237,22.1,48.6,0.5,24.6,178,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-08,2019,8,8,Mumbai,Industrial Area - Navi Mumbai,82,257,15.6,88.6,0.62,61.9,159,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-09,2019,8,9,Mumbai,Industrial Area - Navi Mumbai,130,264,27.9,30.5,0.74,100.5,209,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-10,2019,8,10,Mumbai,Industrial Area - Navi Mumbai,224,218,19.9,30.9,0.86,99.6,338,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-08-11,2019,8,11,Mumbai,Industrial Area - Navi Mumbai,65,349,10.8,125.6,3.05,47.8,153,PM10,Synthetic multi-year data modeled on CPCB format
